id,camp,grade,gpa,gre
1960,0,72.5,3.25,154
1961,0,65.5,3.24,155
1962,0,66.5,3.33,148
1963,0,57,3.82,144
1964,0,72.6,3.64,159
1965,1,72.2,3.45,146
1966,1,80.3,3.59,150
1967,0,73.7,3.71,146
1968,0,70,3.43,161
1969,1,60.4,3.3,155
1970,1,74.9,3.39,149
1971,1,84.4,3.57,140
1972,1,64.4,3.67,156
1973,0,63.4,3.59,148
1974,1,72.4,2.92,143
1975,0,61.2,3.33,157
1976,0,65.5,2.93,157
1977,0,63.8,3.15,153
1978,1,80.8,3.75,151
1979,0,77,3.92,156
1980,1,83.7,3.75,153
1981,1,77.9,3.35,147
1982,1,72.1,3,143
1983,1,85.5,3.7,151
1984,0,79.9,3.96,159
1985,0,43,3.29,150
1986,0,63.9,3.63,142
1987,1,89.8,3.62,157
1988,0,61.3,3.3,148
1989,0,83.3,3.89,158
1990,1,66,2.79,145
1991,1,75.6,3.53,138
1992,0,72,3.71,153
1993,0,50.7,3.55,159
1994,1,58.2,2.84,135
1995,0,79.7,3.8,159
1996,0,77.7,3.44,164
1997,1,76.5,2.99,145
1998,0,70.2,3.69,163
1999,0,44.1,2.53,141
2000,1,73.3,3.05,148
2001,1,69.1,3.44,155
2002,0,65,2.78,150
2003,0,81.6,3.9,159
2004,0,63,3.86,151
2005,0,48.4,2.41,136
2006,0,68.6,3.38,151
2007,0,55.4,2.8,147
2008,0,75.1,3.15,151
2009,1,67.2,3.72,146
2010,1,78.1,3.06,152
2011,1,68,3.52,148
2012,1,67,2.71,146
2013,0,69,3.93,154
2014,0,57,3.2,145
2015,1,77.6,2.98,138
2016,0,63.1,3.66,163
2017,0,64.8,3.75,151
2018,0,69.9,3.66,143
2019,0,58.8,3.15,147
2020,1,78.9,3.51,154
2021,0,65.8,3.41,155
2022,0,44.3,3.17,150
2023,1,64.6,2.65,152
2024,1,93.1,3.74,145
2025,1,72.1,3.17,149
2026,1,83,3.99,150
2027,0,65,3.35,152
2028,0,69.4,3.66,163
2029,0,78.8,3.96,159
2030,0,63.7,3.36,154
2031,1,85.7,3.78,159
2032,0,54.9,3.45,158
2033,0,61.8,3.53,159
2034,0,57.2,3.48,144
2035,1,75.2,3.57,157
2036,0,66.6,3.42,162
2037,1,64.4,3.79,148
2038,0,70,3.2,152
2039,1,89.4,3.53,151
2040,0,68.1,3.41,150
2041,0,50.4,2.79,149
2042,0,70.9,3.22,155
2043,0,44.3,2.95,147
2044,1,84.8,3.97,139
2045,1,56.8,2.91,141
2046,1,76.2,3.44,140
2047,1,83.8,3.01,154
2048,0,74.3,3.55,151
2049,0,50,3.26,143
2050,1,76.9,3.33,163
2051,0,80.3,3.88,161
2052,1,76.8,3.69,155
2053,0,72.4,3.84,157
2054,0,62.8,3.26,145
2055,0,38.9,2.93,146
2056,0,69.9,3.83,159
2057,1,62.5,3.04,141
2058,1,61.3,2.95,157
2059,1,49.4,2.22,148
2060,1,74.5,2.97,149
2061,1,55,3.24,141
2062,0,74.8,3.91,162
2063,1,69.8,2.84,155
2064,0,71.4,3.2,153
2065,0,79.9,3.93,151
2066,1,73.2,2.53,149
2067,0,64.2,3.99,160
2068,0,73.6,3.35,150
2069,0,67.9,3.41,146
2070,0,64.1,3.68,153
2071,0,62,3.55,161
2072,1,76.9,3.91,146
2073,1,70.5,3.06,148
2074,0,49.6,2.83,158
2075,0,64,3.75,157
2076,0,66.7,3.5,156
2077,1,57.6,3.57,147
2078,1,90.5,3.69,150
2079,1,73.2,3.56,155
2080,0,55.5,3.88,150
2081,0,67.3,2.91,157
2082,1,53.8,3.27,142
2083,1,74.9,3.4,157
2084,1,60.7,2.69,149
2085,0,59.5,3.89,143
2086,1,70.4,3.61,163
2087,1,48.6,3.15,150
2088,1,66.6,3.68,150
2089,0,80.1,3.59,156
2090,1,67,3.15,145
2091,0,72.8,3.53,152
2092,1,83.1,3.12,147
2093,0,70,3.77,160
2094,1,73.8,2.8,139
2095,1,79.4,3.58,153
2096,0,70.7,3.92,154
2097,0,75.9,3.6,151
2098,0,65.3,3.11,152
2099,0,78.8,2.96,152
2100,0,40.9,2.69,145
2101,1,67.7,3.73,159
2102,1,62.4,3.59,141
2103,0,60.9,3.53,145
2104,1,75.9,3.85,151
2105,1,67.5,2.82,158
2106,0,68.7,3.77,142
2107,1,50.5,2.84,139
2108,0,69.7,3.36,156
2109,0,58.8,2.45,148
2110,0,57.3,2.69,136
2111,0,54,3.14,151
2112,0,59.3,3.65,152
2113,0,62.3,3.61,153
2114,1,85.4,3.97,144
2115,1,90.6,3.72,150
2116,0,64.9,3.73,150
2117,1,75,3.02,155
2118,0,63.8,2.93,142
2119,0,54.4,3.2,145
2120,1,59.9,2.61,136
2121,1,78.6,3.45,147
2122,1,82,3.38,145
2123,1,63.7,3.24,157
2124,0,75.5,3.59,157
2125,1,65.9,2.78,144
2126,1,62.3,2.55,134
2127,1,77,3.79,148
2128,1,61.7,3.01,147
2129,0,56.1,3.06,140
2130,0,59.5,3.28,146
2131,1,61.5,3.11,151
2132,0,65.3,3.53,168
2133,0,56.1,3.39,146
2134,0,58.1,3.19,143
2135,0,92.7,4,160
2136,1,90,3.62,157
2137,0,68.7,3.61,156
2138,1,70.8,2.75,147
2139,0,72.5,3.94,148
2140,1,76.1,3.2,154
2141,0,70.1,3.67,162
2142,1,95.3,3.52,156
2143,1,65.8,3.46,152
2144,1,71.9,3.44,148
2145,1,72.9,3.55,152
2146,0,61,3.74,158
2147,1,60.9,3.49,153
2148,0,51,2.84,156
2149,1,63.5,3.06,158
2150,0,48.6,2.95,150
2151,0,53.4,3.17,144
2152,1,59.4,3.45,144
2153,0,80.4,3.83,150
2154,1,72.4,3.46,158
2155,1,67.6,3.98,144
2156,1,66.8,2.59,143
2157,0,61.7,3.27,152
2158,0,65.8,3.46,161
2159,0,64.7,3.69,158
2160,0,58.9,3.38,153
2161,0,64,3.4,150
2162,1,73.5,3.81,147
2163,0,69.7,3.34,140
2164,0,71.3,3.47,152
2165,0,69.4,3.85,160
2166,0,67.1,2.69,149
2167,0,87.4,3.92,166
2168,1,74.6,3.2,154
2169,1,88.3,3.53,155
2170,1,65.9,2.73,140
2171,0,67.2,3.44,154
2172,1,77,3.63,146
2173,0,72,3.12,159
2174,0,44,3.45,146
2175,1,62.5,3.03,143
2176,1,67.2,3.45,158
2177,1,76.4,3.38,147
2178,0,73.2,3.75,160
2179,1,71.4,3.87,151
2180,1,84.5,3.92,150
2181,0,40.2,3.3,147
2182,0,74.7,3.41,156
2183,1,71.4,2.91,138
2184,1,77.6,3.44,144
2185,1,71.8,3.31,155
2186,0,56.3,2.9,158
2187,0,63.1,3.64,158
2188,1,78.4,2.87,155
2189,0,64.5,2.79,155
2190,1,82.5,3.39,147
2191,1,65.2,2.91,148
2192,1,80.2,3.27,150
2193,1,77.4,3.15,147
2194,0,63.9,3.28,158
2195,0,55.8,3.63,160
2196,0,44.5,2.98,160
2197,0,55.9,3.49,162
2198,1,78.5,2.98,156
2199,1,70.8,3.09,141
2200,0,75,3.44,153
2201,1,69.4,3.46,140
2202,0,64.1,3.91,152
2203,1,75.1,3.3,155
2204,0,65.4,3.78,152
2205,1,80.9,2.65,155
2206,1,74.6,3.63,153
2207,0,72.6,3.92,151
2208,0,67.3,3.47,157
2209,0,73,3.43,154
2210,1,76.7,3.3,158
2211,1,82.5,3.57,159
2212,0,81.1,3.91,166
2213,0,67.3,3.97,153
2214,1,86.6,3.62,149
2215,0,71.1,3.25,160
2216,0,75.3,3.99,157
2217,0,55.2,3.04,155
2218,0,65.4,3.6,164
2219,1,67.9,2.68,138
2220,1,73.6,2.69,149
2221,0,63.5,3.09,143
2222,0,62.7,3.52,142
2223,1,58.3,3.22,141
2224,0,69.7,3.95,150
2225,0,75.3,3.93,146
2226,0,78.2,3.15,159
2227,0,54.8,2.9,140
2228,1,58.6,3.21,150
2229,0,64.8,2.85,152
2230,0,56.2,2.97,157
2231,0,87.4,3.87,166
2232,0,70.2,3.23,139
2233,1,59.8,3.3,149
2234,0,79.7,3.35,164
2235,0,71,3.96,164
2236,1,77.6,3.47,154
2237,0,69.2,3.94,160
2238,1,76.9,3.54,158
2239,0,73.9,3.91,152
2240,0,81.5,3.76,150
2241,0,58.5,3.86,149
2242,1,57.9,2.58,144
2243,1,74.1,3.45,149
2244,0,46,3.31,144
2245,0,55.5,2.72,153
2246,0,69.5,3.59,157
2247,0,83.5,3.81,168
2248,0,62.5,3.79,161
2249,0,67.7,3.15,152
2250,0,73.1,3.68,167
2251,1,69,3.7,146
2252,0,75,2.94,150
2253,1,74.1,3.84,145
2254,1,70.5,3.33,141
2255,0,58,3.62,141
2256,1,64.2,2.93,146
2257,0,57.2,3.06,154
2258,0,64.8,2.73,153
2259,1,81.2,3.45,146
2260,1,76.8,3.6,156
2261,0,47.6,3.37,147
2262,1,78.7,3.07,142
2263,0,66.4,3.8,150
2264,0,81.2,3.96,159
2265,0,62,3.36,165
2266,0,64.4,2.85,146
2267,1,80.1,3.86,145
2268,0,63.3,3.9,158
2269,1,64.3,3.08,148
2270,1,94,3.79,155
2271,1,75.4,3.84,154
2272,0,67.2,3.69,148
2273,1,74.3,3.06,149
2274,0,65.2,3.23,152
2275,1,74.1,3.25,159
2276,1,62.3,3.2,145
2277,1,71.3,2.92,154
2278,1,65,3.75,158
2279,1,93.4,3.93,160
2280,0,90.5,3.9,154
2281,1,81.8,3.5,155
2282,0,62.9,3.58,164
2283,1,55.9,3.04,145
2284,1,62.2,3.11,147
2285,1,76.8,3.56,153
2286,0,80.3,3.88,158
2287,1,76.8,2.72,145
2288,0,81,3.98,159
2289,0,87.1,3.65,164
2290,1,84.9,3.42,151
2291,1,85.9,3.73,155
2292,1,73.8,3.26,148
2293,1,66.4,2.37,140
2294,1,97.8,3.84,159
2295,0,71.5,3.27,155
2296,1,84.5,3.07,155
2297,0,62.2,3.84,150
2298,1,93.8,3.78,152
2299,0,59.6,3.48,148
2300,0,50.5,2.93,154
2301,0,66,3.59,156
2302,1,71.9,2.83,153
2303,1,73.1,3.12,148
2304,0,37.3,3.14,151
2305,1,59.6,2.69,141
2306,1,77.7,3.07,148
2307,1,59.7,2.82,146
2308,0,77,3.7,166
2309,1,72.4,3.75,142
2310,1,81.5,3.13,157
2311,0,66.4,3.75,161
2312,0,61.8,3.61,144
2313,0,76.9,3.89,147
2314,1,81.8,3.01,145
2315,1,80.1,3.39,161
2316,1,84.5,3.17,148
2317,1,60.7,3.1,143
2318,0,70.3,3.54,159
2319,0,64,3.75,158
2320,1,56.8,2.38,138
2321,1,86.6,3.82,161
2322,1,48.2,2.54,143
2323,1,68.2,3.7,153
2324,1,72.2,2.61,142
2325,1,79.7,3.17,154
2326,1,79.9,3.55,145
2327,1,62.8,3.15,148
2328,0,72.3,2.89,154
2329,1,78.1,3.61,161
2330,1,61.5,3.16,146
2331,1,66,3.25,146
2332,0,51.1,3.53,139
2333,1,65,3.48,149
2334,1,60.1,3.18,157
2335,1,57.8,2.84,141
2336,1,75.4,3.68,151
2337,1,72.3,3.27,151
2338,1,68.3,3.43,155
2339,1,69.6,3.76,148
2340,1,67.2,2.71,141
2341,0,65.6,2.72,155
2342,0,50.3,3.51,147
2343,0,61.4,3.42,153
2344,0,75.3,3.77,163
2345,0,68.5,3.73,151
2346,1,59.4,3.1,149
2347,1,71.3,3.93,148
2348,1,75.1,3.59,145
2349,1,71,3.49,148
2350,1,63.6,2.67,158
2351,0,65.9,3,159
2352,0,61.5,3.41,153
2353,0,47.4,2.63,136
2354,0,75.2,3.31,156
2355,1,83.6,3.82,148
2356,1,70.5,3.75,155
2357,0,56.4,3.2,142
2358,1,75.7,2.73,146
2359,0,72.7,3.49,152
2360,1,75,3.2,146
2361,1,63.2,3.24,157
2362,1,93,3.96,149
2363,1,66.1,2.79,150
2364,0,57.9,3.33,147
2365,0,78.5,3.78,160
2366,0,71,3.73,156
2367,0,65,3.6,141
2368,1,65.4,3.14,148
2369,1,73.8,3.44,147
2370,1,70.1,3.08,143
2371,0,64.2,3.91,162
2372,0,63.3,3.7,150
2373,1,74,3.26,152
2374,1,78,3.99,152
2375,0,74.4,3.25,157
2376,1,81.5,2.9,151
2377,1,68.5,3.69,157
2378,0,55.7,3.45,154
2379,1,77.7,3.23,154
2380,0,59.2,2.84,158
2381,0,77.8,3.39,162
2382,0,63.7,3.42,158
2383,1,74.5,2.96,138
2384,0,56.2,3.44,152
2385,0,65.9,3.29,158
2386,0,66.4,3.33,160
2387,1,66.6,3.83,149
2388,1,85.5,3.52,157
2389,0,64.4,3.55,148
2390,1,90.9,3.73,168
2391,1,53.2,2.72,143
2392,1,67.6,3.45,158
2393,0,74.4,3.56,148
2394,0,58.3,3.36,152
2395,0,82.5,3.9,157
2396,0,60.9,2.78,143
2397,1,63.2,2.1,135
2398,1,69.4,2.9,153
2399,1,77.1,3.73,145
2400,1,56.1,2.79,143
2401,1,66,3.08,148
2402,1,76.4,3.5,163
2403,1,83.2,3.73,150
2404,0,81.1,3.86,161
2405,1,53.8,3.57,150
2406,1,73.4,3.51,149
2407,1,58.5,2.5,149
2408,0,70.8,3.89,148
2409,1,82.8,3.43,154
2410,1,58.6,2.8,149
2411,1,83,3.56,156
2412,0,67.8,3.72,145
2413,0,68.6,2.84,148
2414,0,42.7,3.23,147
2415,1,82,3.57,148
2416,1,72.9,2.91,151
2417,0,65.1,3.51,154
2418,1,78.9,3.53,149
2419,0,71.2,3.13,160
2420,0,79.1,3.84,152
2421,0,39.8,2.62,151
2422,0,61.5,2.99,154
2423,0,81.8,3.09,160
2424,0,70.4,3.42,159
2425,1,83.7,3.23,153
2426,1,60.8,2.89,148
2427,0,58.8,2.87,144
2428,1,69.7,3.59,150
2429,1,62.5,3.57,151
2430,1,55.2,3.48,149
2431,0,77.5,3.88,161
2432,1,86.7,3.77,159
2433,1,59.2,3.68,146
2434,1,78.1,3.26,152
2435,0,67.3,3.92,141
2436,0,54.4,3.63,145
2437,0,60.8,2.85,151
2438,0,62,3.29,157
2439,1,65,3.77,159
2440,1,79.4,3.23,152
2441,0,53.3,3.6,155
2442,0,69.6,3.24,166
2443,0,67,3.77,148
2444,1,86.4,3.15,154
2445,0,67.5,2.92,160
2446,0,63.6,3.17,144
2447,0,73.9,3.44,150
2448,0,55.5,3.14,149
2449,0,59.3,2.86,146
2450,1,59.8,3.23,139
2451,0,64.1,3.97,156
2452,1,63.5,3.02,151
2453,1,70,3.29,144
2454,0,64.7,3.71,148
2455,0,57.3,3.41,154
2456,0,77.8,3.9,161
2457,0,52.5,3.75,149
2458,0,75.9,3.56,156
2459,1,60.3,3.37,137
2460,1,57.3,2.83,146
2461,0,62.5,3.1,151
2462,0,51.3,2.91,146
2463,0,63,3.42,142
2464,0,60.3,3.5,153
2465,0,76.3,3.82,166
2466,1,63.4,3.21,146
2467,0,68.3,3.07,162
2468,0,58.6,3.51,159
2469,0,62.7,3.36,151
2470,0,70.5,3.47,159
2471,1,86.4,3.16,159
2472,0,76.6,3.93,157
2473,0,50,3.14,161
2474,1,69.4,2.65,142
2475,1,58.3,3.57,143
2476,0,68.5,3.53,160
2477,1,83,3.15,164
2478,1,60.3,3.6,151
2479,0,56.5,3.67,162
2480,1,73.9,3.78,152
2481,0,74.8,3.07,155
2482,1,76.7,3.62,158
2483,1,65.7,2.97,152
2484,1,70.7,2.29,148
2485,1,88.6,3.97,152
2486,1,91,3.71,155
2487,1,62.6,3.63,142
2488,0,81.5,3.69,161
2489,0,67,2.59,161
2490,1,65.5,3.01,146
2491,1,74.9,3.17,151
2492,0,76.5,3.41,143
2493,1,83.2,3.68,148
2494,1,81.4,3.52,146
2495,1,81.5,3.82,150
2496,1,62,3.36,150
2497,0,73.2,3.58,156
2498,0,85.7,3.95,149
2499,0,65.3,3.74,159
2500,0,63.5,3.25,149
